i_atoms X_clmds Y_clmds C M sparse
22357 0.013145 0.005269 4 0 0
22371 0.013524 0.005802 4 0 0
22382 0.001773 0.016112 7 0 0
22396 0.013361 0.005206 4 0 0
22409 0.013713 0.005533 4 0 1
22417 0.003801 0.004607 9 0 0
22431 0.003707 0.005084 9 0 0
22444 0.003626 0.005999 9 0 0
22457 0.003504 0.006488 9 0 0
22471 0.009466 0.007084 4 0 0
22485 0.009563 0.008180 4 0 0
22498 0.001758 0.013808 7 0 0
22511 0.008372 0.007782 4 0 0
22523 0.001406 0.015994 7 0 0
22537 0.011126 0.006215 4 0 0
22550 0.011615 0.007101 4 0 1
22560 0.001563 0.016674 7 0 0
22573 0.010811 0.006622 4 0 0
22585 0.011176 0.007278 4 0 0
22592 0.012998 0.035812 0 0 0
22605 0.012652 0.036135 0 0 0
22617 0.012496 0.035997 0 0 0
22629 0.012139 0.036349 0 0 0
22642 -0.013655 -0.020305 2 0 0
22658 -0.013591 -0.023892 2 0 0
22669 -0.012729 -0.021257 2 0 0
22682 -0.013161 -0.014842 2 0 0
22684 -0.013381 -0.017993 2 0 0
22695 0.007883 0.009852 4 0 1
22709 -0.013017 -0.020143 2 0 0
22723 0.008113 0.007831 4 0 1
22735 -0.012424 -0.013881 2 0 0
22748 0.000967 0.013904 7 0 0
22761 -0.012930 -0.019917 2 0 0
22774 0.009102 0.007569 4 0 1
22783 0.010397 0.008542 4 0 0
22797 0.021294 0.028232 11 0 1
22811 -0.013784 -0.020270 2 0 0
22825 0.007511 0.007984 4 0 0
22839 -0.012013 -0.013542 2 0 0
22852 0.000409 0.014904 7 0 0
22865 -0.012695 -0.019520 2 0 0
22878 0.009188 0.008240 4 0 0
22889 -0.012204 -0.013321 2 0 0
22901 0.000528 0.014789 7 0 0
22913 -0.012548 -0.018946 2 0 0
22925 0.008384 0.008940 4 0 0
22933 -0.032222 -0.002690 5 0 0
22946 -0.032761 -0.002496 5 0 0
22958 -0.024833 0.022928 3 0 0
22970 -0.025187 0.023348 3 0 0
22982 -0.013589 -0.019492 2 0 0
22995 -0.013463 -0.015753 2 0 0
23007 0.007394 0.008715 4 0 1
23019 0.001863 0.013361 7 0 1
23024 -0.031828 -0.002143 5 0 0
23027 -0.013107 -0.013900 2 0 0
23038 -0.015111 -0.017635 2 0 1
23046 -0.030238 -0.014004 6 0 0
23049 -0.014556 -0.017263 2 0 0
23056 -0.013346 -0.015573 2 0 1
23059 -0.012032 -0.013015 2 0 0
23071 -0.013470 -0.015981 2 0 0
23080 -0.013002 -0.014838 2 0 0
23083 -0.011370 -0.012631 2 0 1
23091 0.000322 0.009752 7 0 0
23094 -0.011489 -0.012778 2 0 0
23101 -0.032743 -0.001754 5 0 0
23104 -0.013182 -0.013704 2 0 1
23114 -0.014996 -0.017792 2 0 0
23121 -0.030238 -0.014004 6 0 0
23124 -0.014686 -0.017391 2 0 0
23130 -0.013116 -0.015129 2 0 0
23133 -0.012308 -0.013084 2 0 0
23141 -0.012722 -0.014252 2 0 1
23144 -0.011899 -0.012828 2 0 0
23151 0.000002 0.010621 7 0 1
23154 -0.011635 -0.012777 2 0 0
23166 0.013218 0.007239 4 0 0
23173 -0.033437 -0.002190 5 0 0
23179 0.012566 0.008899 4 0 0
23184 -0.013087 -0.014571 2 0 1
23192 0.000543 0.005826 9 0 0
23196 -0.012601 -0.013775 2 0 0
23204 0.001563 0.012187 7 0 0
23207 -0.034064 -0.001969 5 0 0
23213 0.001440 0.016651 7 0 0
23217 -0.012845 -0.014255 2 0 0
23225 0.000442 0.006091 9 0 0
23228 -0.012229 -0.013429 2 0 0
23236 0.001527 0.012249 7 0 0
23238 0.001354 0.010123 7 0 0
23249 0.001472 0.007347 9 0 0
23260 0.001368 0.010742 7 0 0
23270 -0.012902 -0.014670 2 0 1
23276 0.011241 0.008849 4 0 0
23281 -0.012888 -0.014481 2 0 0
23287 0.001544 0.015621 7 0 0
23291 -0.025782 0.023645 3 0 0
23297 0.001049 0.016515 7 0 0
23307 0.001335 0.017140 7 0 0
23311 -0.026038 0.024202 3 0 0
23317 0.001230 0.017790 7 0 1
23320 0.010541 0.038122 0 0 1
23331 0.011171 0.037515 0 0 0
23342 0.010154 0.038795 0 0 1
23352 0.020649 0.029947 11 0 0
23365 -0.011919 -0.013455 2 0 0
23369 0.002656 0.005647 9 0 0
23377 0.011847 0.037035 0 0 0
23384 0.008711 0.009965 4 0 0
23388 0.009659 0.008422 4 0 0
23401 0.001600 0.013064 7 0 0
23413 0.020510 0.030257 11 0 0
23432 0.000698 0.014354 7 0 1
23436 0.008913 0.008852 4 0 0
23448 0.019100 0.032954 11 0 1
23460 -0.024856 0.024457 3 0 0
23471 -0.024645 0.025485 3 0 1
23485 0.003385 0.006986 9 0 1
23493 -0.011691 -0.013195 2 0 0
23497 0.002547 0.007211 9 0 0
23511 -0.000029 0.015180 7 0 1
23519 0.011833 0.036855 0 0 0
23526 0.011255 0.037260 0 0 0
23533 0.000127 0.015389 7 0 0
23536 0.001759 0.013757 7 0 0
23544 0.001058 0.012528 7 0 0
23546 0.009952 0.009380 4 0 0
23558 0.001343 0.015334 7 0 0
23569 0.001109 0.015177 7 0 1
23579 -0.024914 0.025075 3 0 0
23589 -0.025219 0.025432 3 0 0
23598 -0.011833 -0.013044 2 0 0
23602 0.002362 0.007491 9 0 0
23608 0.010942 0.037425 0 0 0
23615 0.000236 0.015189 7 0 0
23617 0.001895 0.014181 7 0 1
23625 0.000754 0.013062 7 0 0
23626 0.009078 0.009647 4 0 0
23637 0.000852 0.015410 7 0 0
23647 0.008122 0.009641 4 0 0
23653 0.001245 0.014995 7 0 0
23657 0.001308 0.015356 7 0 0
23663 0.001308 0.015356 7 0 0
23672 0.011819 0.037084 0 0 0
23685 0.001610 0.007161 9 0 0
23692 0.014545 -0.054274 1 0 0
23694 0.020251 -0.051743 8 0 0
23695 0.011492 -0.054426 1 0 0
23705 0.012949 -0.054504 1 0 0
23707 0.012834 -0.054371 1 0 0
23708 0.012915 -0.054502 1 0 0
23717 0.014750 -0.054356 1 0 0
23719 0.014328 -0.054407 1 0 0
23720 0.010210 -0.054535 1 0 1
23729 0.012324 -0.054500 1 0 0
23731 0.011669 -0.054618 1 0 0
23732 0.012298 -0.054498 1 0 0
23740 0.010840 -0.054321 1 0 0
23742 0.010863 -0.054322 1 0 0
23743 0.025728 -0.050524 8 0 1
23752 0.007852 -0.054381 1 0 0
23754 0.012337 -0.054537 1 0 0
23755 0.012318 -0.054537 1 0 0
23763 0.014231 -0.054424 1 0 0
23765 0.014233 -0.054425 1 0 0
23766 0.016033 -0.053849 1 0 0
23776 0.012531 -0.054459 1 0 0
23778 0.012571 -0.054461 1 0 0
23779 0.015339 -0.054185 1 0 0
23788 0.013639 -0.054532 1 0 0
23790 0.013631 -0.054534 1 0 0
23791 0.014467 -0.054177 1 0 0
23800 0.011673 -0.054454 1 0 0
23802 0.011687 -0.054449 1 0 1
23803 0.014107 -0.054466 1 0 0
23811 0.019101 -0.051938 8 0 0
23813 0.010897 -0.054496 1 0 0
23814 0.013213 -0.054444 1 0 0
23823 0.011237 -0.054439 1 0 0
23825 0.011848 -0.054464 1 0 0
23826 0.011165 -0.054440 1 0 0
23834 0.010181 -0.054445 1 0 0
23836 0.011074 -0.054579 1 0 0
23837 0.010198 -0.054445 1 0 0
23844 0.013714 -0.054512 1 0 0
23846 0.013722 -0.054510 1 0 0
23847 0.015186 -0.054170 1 0 1
23856 0.011543 -0.054420 1 0 1
23858 0.011565 -0.054422 1 0 0
23859 0.014633 -0.054385 1 0 0
23867 0.013065 -0.054568 1 0 0
23869 0.013059 -0.054567 1 0 0
23870 0.013481 -0.054392 1 0 0
23878 0.010975 -0.054439 1 0 0
23880 0.010979 -0.054439 1 0 0
23881 0.013525 -0.054540 1 0 0
23888 0.010568 -0.054495 1 0 0
23890 0.007623 -0.054285 1 0 0
23891 0.010563 -0.054495 1 0 0
23898 0.013317 -0.054444 1 0 0
23900 0.015000 -0.054214 1 0 0
23901 0.011292 -0.054346 1 0 0
23910 0.012109 -0.054489 1 0 1
23912 0.012083 -0.054510 1 0 0
23913 0.009864 -0.054412 1 0 0
23921 0.011902 -0.054403 1 0 1
23923 0.013912 -0.054422 1 0 0
23924 0.011902 -0.054403 1 0 1
23932 0.012858 -0.054565 1 0 0
23934 0.013172 -0.054653 1 0 0
23935 0.008669 -0.054363 1 0 0
23943 0.010717 -0.054529 1 0 0
23945 0.010724 -0.054529 1 0 0
23946 0.008839 -0.054413 1 0 0
23953 0.008211 -0.054394 1 0 0
23955 0.012636 -0.054720 1 0 0
23956 0.011987 -0.054535 1 0 0
23963 0.009926 -0.054538 1 0 0
23965 0.009891 -0.054537 1 0 0
23966 0.008210 -0.054429 1 0 0
23978 0.012490 -0.054846 1 0 0
23979 0.012481 -0.054847 1 0 0
23980 0.012496 -0.054846 1 0 0
23990 0.012185 -0.054267 1 0 0
23991 0.012190 -0.054266 1 0 0
23992 0.007501 -0.053713 1 0 0
24002 0.015830 -0.052640 1 0 0
24003 0.023188 -0.050639 8 0 0
24004 0.014899 -0.053201 1 0 0
24018 0.015186 -0.052529 1 0 0
24019 0.025970 -0.050029 8 0 0
24020 0.014448 -0.053318 1 0 1
24033 0.014042 -0.053152 1 0 0
24034 0.015940 -0.052135 1 0 0
24035 0.018433 -0.052230 1 0 0
24049 0.017296 -0.051731 8 0 0
24050 0.017746 -0.051928 8 0 0
24051 0.017746 -0.051928 8 0 0
24063 0.010672 -0.054698 1 0 0
24064 0.011405 -0.054805 1 0 0
24065 0.011502 -0.054806 1 0 0
24075 0.010639 -0.054708 1 0 0
24076 0.011720 -0.054821 1 0 0
24077 0.011718 -0.054821 1 0 0
24086 0.010803 -0.054109 1 0 0
24087 0.010733 -0.054106 1 0 0
24088 0.007930 -0.054214 1 0 0
24098 0.010162 -0.054059 1 0 0
24099 0.010185 -0.054061 1 0 0
24100 0.007844 -0.054671 1 0 1
24110 0.013828 -0.052985 1 0 0
24111 0.020745 -0.051201 8 0 0
24112 0.013836 -0.052986 1 0 0
24125 0.017257 -0.052145 8 0 0
24126 0.017098 -0.051745 8 0 0
24127 0.017262 -0.052144 8 0 0
24141 0.018028 -0.052139 8 0 0
24142 0.013798 -0.052236 8 0 0
24143 0.014520 -0.052874 1 0 0
24156 0.014303 -0.053201 1 0 0
24157 0.017589 -0.051854 8 0 0
24158 0.015459 -0.052800 1 0 0
24170 0.016175 -0.052467 8 0 0
24171 0.016566 -0.051833 8 0 1
24172 0.019840 -0.051533 8 0 0
24185 0.014578 -0.052896 1 0 0
24186 0.014559 -0.052142 8 0 0
24187 0.017233 -0.052314 8 0 0
24199 0.015747 -0.052843 1 0 1
24200 0.017963 -0.051819 8 0 1
24201 0.014260 -0.053207 1 0 0
24212 0.026481 -0.049920 8 0 0
24213 0.010949 -0.053390 1 0 0
24214 0.012072 -0.054303 1 0 1
24226 0.020748 -0.050953 8 0 1
24227 0.027495 -0.049627 8 0 0
24228 0.014134 -0.053293 1 0 0
24242 0.018051 -0.051273 8 0 0
24243 0.035169 -0.047595 8 0 0
24244 0.013315 -0.053726 1 0 0
24257 0.012813 -0.053129 1 0 0
24258 0.035876 -0.047427 8 0 0
24259 0.010265 -0.054045 1 0 0
24271 0.034268 -0.047956 8 0 0
24272 0.011112 -0.053242 1 0 0
24273 0.010732 -0.054082 1 0 0
24278 0.012828 -0.054816 1 0 0
24280 0.013139 -0.054764 1 0 0
24281 0.013129 -0.054767 1 0 0
24292 0.012234 -0.054839 1 0 0
24294 0.012705 -0.054831 1 0 0
24295 0.012593 -0.054811 1 0 0
24305 0.012222 -0.054844 1 0 0
24307 0.012071 -0.054830 1 0 0
24308 0.011922 -0.054853 1 0 1
24317 0.012511 -0.054849 1 0 0
24319 0.012212 -0.054828 1 0 0
24320 0.012280 -0.054831 1 0 0
24329 0.011853 -0.054830 1 0 0
24331 0.011270 -0.054771 1 0 0
24332 0.011286 -0.054773 1 0 0
24340 0.012235 -0.054828 1 0 0
24342 0.012030 -0.054829 1 0 0
24343 0.012224 -0.054840 1 0 0
24352 0.007914 -0.053759 1 0 0
24354 0.021496 -0.051420 8 0 0
24355 0.012050 -0.054242 1 0 0
24366 0.007541 -0.053517 1 0 0
24368 0.015201 -0.053713 1 0 0
24369 0.015234 -0.053741 1 0 1
24380 0.007445 -0.053483 1 0 0
24382 0.014823 -0.053728 1 0 0
24383 0.013486 -0.054158 1 0 0
24393 0.007323 -0.053323 1 0 0
24395 0.014675 -0.053730 1 0 0
24396 0.014643 -0.053996 1 0 0
24405 0.007459 -0.053736 1 0 0
24407 0.017667 -0.053302 1 0 0
24408 0.011455 -0.053948 1 0 0
24418 0.007286 -0.053357 1 0 0
24420 0.018441 -0.052359 1 0 0
24421 0.018428 -0.052359 1 0 0
24430 0.007450 -0.053588 1 0 0
24432 0.012493 -0.054373 1 0 0
24433 0.033014 -0.048202 8 0 0
24443 0.007266 -0.053475 1 0 0
24445 0.012493 -0.054393 1 0 0
24446 0.031951 -0.048516 8 0 0
24455 0.008775 -0.054308 1 0 0
24457 0.034991 -0.047433 8 0 0
24458 0.008768 -0.054308 1 0 0
24467 0.008430 -0.054310 1 0 0
24469 0.034611 -0.047501 8 0 0
24470 0.008453 -0.054313 1 0 0
24478 0.007327 -0.054024 1 0 0
24480 0.010139 -0.054235 1 0 0
24481 0.010117 -0.054234 1 0 0
24489 0.016158 -0.052368 1 0 0
24491 0.009780 -0.054120 1 0 0
24492 0.016162 -0.052365 1 0 0
24501 0.014327 -0.052523 1 0 0
24503 0.008999 -0.054206 1 0 0
24504 0.015239 -0.052419 1 0 0
24518 0.022383 -0.050767 8 0 0
24519 0.016767 -0.052384 1 0 1
24520 0.016792 -0.052378 1 0 0
24534 0.020260 -0.050960 8 0 1
24535 0.016121 -0.052352 1 0 1
24536 0.016121 -0.052352 1 0 1
24549 0.025485 -0.050084 8 0 0
24550 0.017112 -0.052354 1 0 1
24551 0.015629 -0.052415 1 0 0
24564 0.020805 -0.050928 8 0 0
24565 0.017650 -0.051942 1 0 0
24566 0.014753 -0.052468 1 0 0
24578 0.016767 -0.051780 1 0 0
24579 0.020847 -0.051000 8 0 0
24580 0.013871 -0.053232 1 0 0
24592 0.015059 -0.052011 1 0 0
24593 0.025099 -0.049907 8 0 0
24594 0.012545 -0.053291 1 0 1
24605 0.013570 -0.052379 8 0 0
24606 0.024940 -0.050200 8 0 0
24607 0.017975 -0.052634 1 0 0
24621 0.016620 -0.052557 1 0 0
24622 0.028097 -0.049426 8 0 0
24623 0.012397 -0.053045 1 0 0
24629 0.016735 -0.052750 1 0 1
24631 0.014343 -0.053378 1 0 0
24632 0.013323 -0.052920 1 0 0
24647 0.014743 -0.052670 8 0 0
24648 0.018361 -0.051955 8 0 0
24649 0.014764 -0.052667 8 0 0
24665 0.017631 -0.052189 8 0 0
24666 0.011696 -0.052168 8 0 0
24667 0.017470 -0.052854 1 0 0
24682 0.018363 -0.052826 1 0 0
24683 0.017306 -0.052419 1 0 0
24684 0.016078 -0.052447 1 0 0
24698 0.017820 -0.052847 1 0 1
24699 0.022322 -0.050703 8 0 0
24700 0.017884 -0.052822 1 0 0
24714 0.017663 -0.052069 8 0 0
24715 0.019006 -0.052181 1 0 0
24716 0.017649 -0.052072 8 0 0
24731 0.015490 -0.052562 8 0 0
24732 0.013477 -0.052298 8 0 0
24733 0.015499 -0.052560 8 0 0
24746 0.029327 -0.049359 8 0 0
24747 0.018471 -0.052155 1 0 0
24748 0.012539 -0.053641 1 0 0
24762 0.027189 -0.049828 8 0 0
24763 0.021872 -0.050633 8 0 0
24764 0.011132 -0.054120 1 0 0
24777 0.029124 -0.049389 8 0 0
24778 0.017433 -0.051877 1 0 0
24779 0.011474 -0.054047 1 0 0
24785 0.028527 -0.049421 8 0 0
24787 0.012035 -0.054371 1 0 0
24788 0.012034 -0.054371 1 0 0
24799 0.027876 -0.049504 8 0 1
24801 0.011239 -0.054345 1 0 0
24802 0.011239 -0.054345 1 0 0
24812 0.033298 -0.048085 8 0 0
24814 0.011244 -0.054303 1 0 0
24815 0.011080 -0.054250 1 0 0
24825 0.032719 -0.048134 8 0 0
24827 0.010433 -0.054303 1 0 0
24828 0.010225 -0.054210 1 0 0
24837 0.016891 -0.051124 8 0 0
24839 0.010686 -0.054265 1 0 0
24840 0.011920 -0.054427 1 0 0
24849 0.015185 -0.051240 8 0 0
24851 0.009701 -0.054300 1 0 0
24852 0.010925 -0.054444 1 0 0
24860 0.028148 -0.049693 8 0 0
24862 0.011207 -0.054313 1 0 0
24863 0.011207 -0.054313 1 0 0
24874 0.032494 -0.048536 8 0 0
24876 0.010752 -0.054280 1 0 0
24877 0.010299 -0.054021 1 0 1
24887 0.017036 -0.051580 8 0 0
24889 0.010373 -0.054260 1 0 0
24890 0.010701 -0.054377 1 0 0
24899 0.013457 -0.054483 1 0 0
24901 0.013441 -0.054487 1 0 0
24902 0.013454 -0.054484 1 0 0
24915 0.013244 -0.054553 1 0 0
24917 0.013549 -0.054483 1 0 0
24918 0.011184 -0.054299 1 0 0
24930 0.013241 -0.054627 1 0 0
24932 0.011085 -0.054340 1 0 0
24933 0.011084 -0.054340 1 0 0
24944 0.013179 -0.054462 1 0 0
24946 0.013194 -0.054463 1 0 0
24947 0.013146 -0.054484 1 0 1
24959 0.016432 -0.053722 1 0 0
24961 0.017182 -0.052260 8 0 0
24962 0.013926 -0.054467 1 0 0
24975 0.011467 -0.054355 1 0 0
24977 0.018101 -0.052086 8 0 0
24978 0.013793 -0.054512 1 0 0
24990 0.011690 -0.054432 1 0 0
24992 0.016855 -0.053366 1 0 0
24993 0.012120 -0.054455 1 0 0
25004 0.016203 -0.053639 1 0 0
25006 0.018066 -0.052840 1 0 0
25007 0.013696 -0.054506 1 0 0
25018 0.010579 -0.054329 1 0 0
25020 0.016233 -0.053876 1 0 0
25021 0.013512 -0.054502 1 0 0
25033 0.010554 -0.054404 1 0 0
25035 0.014417 -0.054424 1 0 1
25036 0.012443 -0.054474 1 0 0
25047 0.015876 -0.053497 1 0 0
25049 0.017147 -0.052175 1 0 0
25050 0.013980 -0.054534 1 0 0
25062 0.017508 -0.052515 1 0 1
25064 0.014515 -0.054412 1 0 0
25065 0.014816 -0.054319 1 0 0
25078 0.014799 -0.053310 1 0 0
25080 0.014224 -0.054482 1 0 0
25081 0.014226 -0.054482 1 0 0
25092 0.007780 -0.054066 1 0 0
25094 0.023958 -0.050816 8 0 0
25095 0.012066 -0.054416 1 0 0
25106 0.007887 -0.054272 1 0 0
25108 0.011778 -0.054503 1 0 0
25109 0.011797 -0.054503 1 0 0
25119 0.033506 -0.047676 8 0 0
25121 0.018171 -0.052097 8 0 0
25122 0.018179 -0.052095 8 0 0
25135 0.018094 -0.052885 1 0 0
25137 0.032767 -0.047906 8 0 0
25138 0.018093 -0.052886 1 0 0
25149 0.033867 -0.047561 8 0 0
25151 0.013782 -0.053519 1 0 0
25152 0.024643 -0.050447 8 0 0
25164 0.029804 -0.049048 8 0 0
25166 0.017954 -0.053140 1 0 0
25167 0.017914 -0.053154 1 0 0
25180 0.032481 -0.048142 8 0 0
25182 0.015521 -0.053562 1 0 0
25183 0.019488 -0.051708 8 0 0
25195 0.021755 -0.050041 8 0 0
25197 0.016532 -0.053405 1 0 1
25198 0.017981 -0.053370 1 0 1
25209 0.015250 -0.052738 1 0 0
25211 0.014131 -0.052912 1 0 1
25212 0.016894 -0.053112 1 0 0
25222 0.022195 -0.051005 8 0 0
25224 0.016804 -0.052955 1 0 0
25225 0.016804 -0.052955 1 0 0
25236 0.015505 -0.052705 1 0 0
25238 0.013577 -0.052912 1 0 1
25239 0.016578 -0.053153 1 0 0
25254 0.032781 -0.048304 8 0 0
25255 0.014816 -0.054171 1 0 0
25256 0.018422 -0.051965 8 0 1
25272 0.031195 -0.048876 8 0 0
25273 0.015155 -0.054126 1 0 0
25274 0.018425 -0.052750 1 0 0
25288 0.027722 -0.048360 8 0 0
25289 0.016080 -0.053846 1 0 0
25290 0.017166 -0.052268 8 0 0
25305 0.030195 -0.047918 8 0 0
25306 0.014847 -0.054114 1 0 0
25307 0.016891 -0.052154 8 0 0
25315 0.013169 -0.052430 8 0 0
25317 0.014575 -0.053787 1 0 0
25318 0.018153 -0.053147 1 0 0
25329 0.013732 -0.052368 8 0 0
25331 0.013923 -0.053676 1 0 0
25332 0.017071 -0.053115 1 0 0
25342 0.008706 -0.054328 1 0 0
25344 0.016107 -0.053556 1 0 0
25345 0.017403 -0.053256 1 0 0
25355 0.008467 -0.054577 1 0 1
25357 0.015667 -0.053382 1 0 0
25358 0.015731 -0.053406 1 0 0
25367 0.008433 -0.054274 1 0 0
25369 0.015116 -0.053759 1 0 0
25370 0.016847 -0.053065 1 0 0
25379 0.008371 -0.054363 1 0 0
25381 0.014409 -0.053637 1 0 0
25382 0.014942 -0.053280 1 0 0
25390 0.031965 -0.048622 8 0 0
25392 0.013783 -0.054013 1 0 0
25393 0.018203 -0.052400 1 0 0
25404 0.013865 -0.052397 8 0 0
25406 0.015385 -0.053625 1 0 0
25407 0.014846 -0.053251 1 0 0
25417 0.020098 -0.050216 8 0 0
25419 0.016479 -0.053097 1 0 1
25420 0.015275 -0.053472 1 0 0
25430 0.022502 -0.049658 8 0 0
25432 0.015313 -0.053339 1 0 1
25433 0.014456 -0.053373 1 0 1
25442 0.026725 -0.049703 8 0 0
25444 0.016660 -0.053211 1 0 0
25445 0.017262 -0.052192 8 0 1
25458 0.032073 -0.048433 8 0 0
25460 0.014457 -0.053078 1 0 1
25461 0.019478 -0.051698 8 0 0
25473 0.012767 -0.053317 1 0 0
25475 0.016913 -0.053501 1 0 0
25476 0.020172 -0.051663 8 0 0
25488 0.013200 -0.053397 1 0 0
25490 0.016821 -0.053431 1 0 0
25491 0.017124 -0.052284 8 0 1
25502 0.018345 -0.050629 8 0 1
25504 0.018401 -0.052901 1 0 0
25505 0.018060 -0.052638 1 0 0
25517 0.023473 -0.049407 8 0 1
25519 0.017649 -0.053025 1 0 0
25520 0.017045 -0.052398 1 0 0
25531 0.022933 -0.050748 8 0 1
25533 0.018418 -0.052652 1 0 0
25534 0.018418 -0.052652 1 0 0
25547 0.014341 -0.053356 1 0 0
25549 0.022444 -0.050996 8 0 0
25550 0.012598 -0.052607 8 0 1
25561 0.014555 -0.053134 1 0 1
25563 0.014730 -0.052589 1 0 0
25564 0.016501 -0.052330 8 0 0
25574 0.017880 -0.052973 1 0 0
25576 0.015410 -0.052659 1 0 1
25577 0.016804 -0.053264 1 0 1
25588 0.017326 -0.052965 1 0 1
25590 0.014526 -0.052867 1 0 0
25591 0.017124 -0.053288 1 0 1
25601 0.016789 -0.052896 1 0 0
25603 0.013609 -0.052823 1 0 0
25604 0.017305 -0.053249 1 0 0
25614 0.016703 -0.052989 1 0 0
25616 0.013827 -0.052796 1 0 1
25617 0.016407 -0.053263 1 0 0
25626 0.011329 -0.054258 1 0 0
25628 0.017611 -0.052291 1 0 0
25629 0.014958 -0.053444 1 0 0
25639 0.012363 -0.054413 1 0 0
25641 0.015615 -0.052808 1 0 0
25642 0.013179 -0.053247 1 0 0
25651 0.014738 -0.053832 1 0 0
25653 0.017623 -0.052829 1 0 0
25654 0.019843 -0.051444 8 0 0
25667 0.018128 -0.052191 1 0 0
25669 0.014648 -0.052323 1 0 0
25670 0.018766 -0.052038 8 0 0
25681 0.015642 -0.053047 1 0 0
25683 0.014109 -0.052404 1 0 0
25684 0.019285 -0.051854 8 0 0
25694 0.010642 -0.054048 1 0 0
25696 0.018532 -0.052010 8 0 0
25697 0.017197 -0.052654 1 0 0
25709 0.011286 -0.054134 1 0 0
25711 0.017961 -0.053003 1 0 0
25712 0.015969 -0.052281 1 0 0
25723 0.020340 -0.051525 8 0 0
25725 0.020830 -0.051159 8 0 0
25726 0.015829 -0.052368 8 0 0
25741 0.019710 -0.052162 1 0 1
25743 0.023259 -0.050696 8 0 0
25744 0.018070 -0.051626 8 0 1
25758 0.018705 -0.052129 1 0 0
25760 0.014496 -0.052684 1 0 0
25761 0.021154 -0.051236 8 0 0
25774 0.018876 -0.051806 8 0 0
25776 0.016116 -0.052286 8 0 1
25777 0.017180 -0.051896 8 0 0
25790 0.014545 -0.052379 8 0 1
25792 0.014584 -0.052470 1 0 0
25793 0.016211 -0.052463 8 0 0
25804 0.017922 -0.052617 1 0 0
25806 0.014382 -0.052878 1 0 0
25807 0.014384 -0.052877 1 0 0
25818 0.014395 -0.052974 1 0 0
25820 0.014395 -0.052974 1 0 0
25821 0.020931 -0.050976 8 0 0
25830 0.013985 -0.052972 1 0 0
25832 0.013987 -0.052972 1 0 0
25833 0.018563 -0.051219 8 0 0
25841 0.014447 -0.053032 1 0 0
25843 0.014448 -0.053034 1 0 0
25844 0.018923 -0.051233 8 0 0
25853 0.013939 -0.053097 1 0 0
25855 0.013939 -0.053106 1 0 0
25856 0.021662 -0.051211 8 0 0
25865 0.013557 -0.053105 1 0 0
25867 0.013617 -0.053097 1 0 1
25868 0.019570 -0.051434 8 0 0
25876 0.014140 -0.053214 1 0 0
25878 0.014177 -0.053213 1 0 0
25879 0.020122 -0.051463 8 0 0
25894 0.027202 -0.049486 8 0 0
25895 0.024917 -0.050325 8 0 0
25896 0.027214 -0.049486 8 0 0
25908 0.014532 -0.053141 1 0 0
25910 0.014533 -0.053140 1 0 0
25911 0.019538 -0.051372 8 0 0
25914 0.014530 -0.053141 1 0 0
25915 0.019539 -0.051371 8 0 0
25916 0.014535 -0.053140 1 0 0
25925 0.027366 -0.049205 8 0 0
25926 0.024268 -0.050531 8 0 0
25927 0.027597 -0.049513 8 0 0
25941 0.026288 -0.049770 8 0 0
25942 0.022619 -0.050797 8 0 0
25943 0.017981 -0.052497 1 0 0
25959 0.018141 -0.052519 1 0 1
25960 0.020412 -0.051187 8 0 0
25961 0.026810 -0.049736 8 0 0
25976 0.018047 -0.052606 1 0 0
25977 0.019238 -0.051336 8 0 0
25978 0.024678 -0.050088 8 0 1
25992 0.015826 -0.052653 1 0 0
25993 0.022957 -0.050883 8 0 0
25994 0.016186 -0.053144 1 0 0
26004 0.017882 -0.051904 8 0 0
26006 0.017482 -0.053088 1 0 0
26007 0.019448 -0.051423 8 0 0
26022 0.014622 -0.052972 1 0 0
26024 0.020757 -0.051318 8 0 1
26025 0.020174 -0.051402 8 0 0
26038 0.017630 -0.051903 8 0 0
26040 0.019013 -0.052597 1 0 0
26041 0.017308 -0.051653 8 0 0
26054 0.017682 -0.053036 1 0 0
26056 0.014899 -0.052644 1 0 1
26057 0.021195 -0.051062 8 0 1
26071 0.016972 -0.052143 8 0 0
26073 0.017079 -0.052101 8 0 0
26074 0.019501 -0.051414 8 0 0
26089 0.017197 -0.052133 8 0 0
26091 0.016297 -0.052228 8 0 0
26092 0.018229 -0.051567 8 0 0
26105 0.018032 -0.051928 8 0 1
26107 0.015665 -0.052435 8 0 0
26108 0.018097 -0.051655 8 0 0
26122 0.015339 -0.052540 1 0 0
26124 0.020133 -0.051328 8 0 0
26125 0.022277 -0.050890 8 0 0
26139 0.017858 -0.052320 1 0 0
26141 0.013884 -0.053291 1 0 0
26142 0.022066 -0.050868 8 0 0
26155 0.016158 -0.052244 8 0 0
26157 0.016271 -0.052219 8 0 1
26158 0.019635 -0.051332 8 0 0
26171 0.016085 -0.052204 8 0 0
26173 0.016148 -0.052190 8 0 0
26174 0.018552 -0.051413 8 0 0
26186 0.015345 -0.052486 1 0 1
26188 0.026743 -0.049745 8 0 0
26189 0.021542 -0.050950 8 0 1
26201 0.014732 -0.052553 1 0 1
26203 0.028152 -0.049528 8 0 0
26204 0.020018 -0.051084 8 0 0
26215 0.013933 -0.053001 1 0 0
